age,fare,body,pclass,survived,name,sex,sibsp,parch,ticket,cabin,embarked,boat,home.dest
35.0,-1.0,159.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,156.0,3.0,0,"Sloper, Mr. William Thompson",female,1.0,1.0,2669,C6,Q,8 10,"New York, NY"
35.0,3.0,158.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,174.0,3.0,0,"Harris, Mr. Walter",female,1.0,1.0,349257,A21,C,11,"Weston-Super-Mare, Somerset"
35.0,-1.0,158.0,2.0,0,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,2.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,6.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,8.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,181.0,3.0,0,"Kink-Heilmann, Mr. Anton",female,1.0,1.0,C.A. 15185,E38,C,D,"Cologne, Germany"
20.0,84.0,147.0,1.0,0,"Keane, Miss. Nora A",female,1.0,1.0,21440,C65,C,C,"New York, NY"
35.0,6.0,157.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
35.0,-3.0,159.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,138.0,2.0,0,"Minahan, Mrs. William Edward (Lillian E Thorpe)",male,1.0,1.0,349257,F33,C,10,"New York, NY"
37.0,1.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
35.0,1.0,158.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,1.0,0,"Angle, Mr. William A",female,1.0,1.0,111361,B38,C,10,"Berne, Switzerland / Central City, IA"
17.0,85.0,184.0,2.0,0,"Minahan, Mrs. William Edward (Lillian E Thorpe)",female,1.0,2.0,2683,F33,C,C,"New York, NY"
33.0,72.0,163.0,1.0,1,"Persson, Mr. Ernst Ulrik",male,0.0,0.0,29750,C23 C25 C27,S,13,"Mexico City, Mexico"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
25.0,85.0,172.0,1.0,0,"Sandstrom, Miss. Beatrice Irene",male,0.0,0.0,C.A. 15185,C23 C25 C27,C,13,"New York, NY"
37.0,23.0,161.0,2.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,London
38.0,20.0,162.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
36.0,9.0,160.0,2.0,0,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,8.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
38.0,20.0,163.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
35.0,-0.0,158.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,3.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,162.0,2.0,0,"Denkoff, Mr. Mitto",female,2.0,2.0,SC/PARIS 2159,B30,Q,14,"Haverford, PA / Cooperstown, NY"
36.0,8.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
38.0,-13.0,172.0,2.0,0,"Olsvigen, Mr. Thor Anderson",male,3.0,4.0,A/4. 20589,A18,Q,11,"New York, NY / Briarcliff Manor NY"
25.0,-5.0,146.0,2.0,0,"Horgan, Mr. John",male,4.0,4.0,113050,E44,Q,16,"Ruotsinphyhtaa, Finland New York, NY"
35.0,10.0,158.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
24.0,69.0,160.0,2.0,0,"Denbury, Mr. Herbert",male,3.0,9.0,A/5 21171,A24,Q,13 15 B,"Glen Ridge, NJ"
34.0,23.0,161.0,2.0,0,"Skoog, Master. Harald",male,0.0,0.0,3101296,C23 C25 C27,S,2,"Lower Clapton, Middlesex or Erdington, Birmingham"
27.0,13.0,167.0,2.0,0,"Staneff, Mr. Ivan",male,3.0,4.0,347071,D19,Q,16,"Glasgow / Bangor, ME"
25.0,68.0,164.0,2.0,0,"Green, Mr. George Henry",male,0.0,0.0,2676,C23 C25 C27,S,13,"New York, NY"
36.0,13.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
29.0,83.0,171.0,3.0,1,"Goldsmith, Mr. Nathan",female,0.0,1.0,113044,C23 C25 C27,S,13,"New York, NY"
39.0,45.0,164.0,1.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,28664,C23 C25 C27,S,13,"Montreal, PQ"
35.0,1.0,159.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,3.0,0,"Lester, Mr. James",female,4.0,1.0,348123,F,C,11,"New York, NY"
24.0,80.0,160.0,1.0,0,"Harris, Mr. Walter",female,1.0,1.0,2659,B77,C,B,"Yoevil, England / Cottage Grove, OR"
39.0,52.0,165.0,1.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,London
17.0,85.0,183.0,1.0,0,"Emir, Mr. Farred Chehab",female,2.0,1.0,348123,D6,C,4,"Streatham, Surrey"
40.0,85.0,154.0,1.0,0,"Persson, Mr. Ernst Ulrik",female,0.0,0.0,2673,C23 C25 C27,S,13,"Norwich / New York, NY"
17.0,85.0,183.0,1.0,0,"Lindstrom, Mrs. Carl Johan (Sigrid Posse)",female,1.0,1.0,348123,F38,C,11,"New York, NY"
17.0,85.0,126.0,3.0,0,"Allison, Master. Hudson Trevor",female,2.0,1.0,110152,A18,Q,10,"Ascot, Berkshire / Rochester, NY"
35.0,21.0,160.0,2.0,1,"Walker, Mr. William Anderson",male,0.0,0.0,2676,C23 C25 C27,S,13,"Cologne, Germany"
37.0,9.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
23.0,77.0,148.0,3.0,0,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",male,2.0,9.0,349215,E33,Q,10,"Clevedon, England"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A18,C,1,"?Havana, Cuba"
26.0,73.0,162.0,2.0,0,"Chibnall, Mrs. (Edith Martha Bowerman)",male,0.0,0.0,S.O./P.P. 751,C23 C25 C27,C,13,"New York, NY"
23.0,85.0,175.0,2.0,0,"Chibnall, Mrs. (Edith Martha Bowerman)",male,2.0,1.0,348123,A5,C,13,"New York, NY"
17.0,85.0,127.0,3.0,0,"Attalah, Miss. Malake",female,4.0,1.0,17463,A21,Q,1,"Aberdeen / Portland, OR"
21.0,85.0,142.0,1.0,1,"Herman, Mr. Samuel",male,0.0,0.0,348123,C23 C25 C27,C,13,"Austria Niagara Falls, NY"
38.0,85.0,176.0,3.0,0,"Rosblom, Mr. Viktor Richard",female,1.0,0.0,348123,C23 C25 C27,C,13,"Ruotsinphyhtaa, Finland New York, NY"
32.0,6.0,155.0,2.0,0,"Horgan, Mr. John",male,0.0,0.0,113050,C23 C25 C27,S,16,"Ruotsinphyhtaa, Finland New York, NY"
24.0,85.0,154.0,1.0,0,"Persson, Mr. Ernst Ulrik",female,1.0,1.0,SOTON/O.Q. 3101305,F33,C,3,"Weston-Super-Mare, Somerset"
17.0,85.0,158.0,1.0,0,"Persson, Mr. Ernst Ulrik",female,1.0,1.0,348123,C22 C26,C,11,"New York, NY"
17.0,85.0,156.0,3.0,0,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",female,4.0,2.0,330980,C92,Q,11,"Haverford, PA / Cooperstown, NY"
31.0,85.0,168.0,1.0,0,"Wick, Mr. George Dennick",female,1.0,1.0,348123,F38,C,2,"Tuxedo Park, NY"
17.0,85.0,183.0,2.0,0,"Abbott, Master. Eugene Joseph",female,1.0,1.0,110152,A36,C,1,"Amenia, ND"
37.0,13.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
17.0,85.0,185.0,3.0,0,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",female,2.0,1.0,113028,A21,C,10,"Ascot, Berkshire / Rochester, NY"
35.0,18.0,167.0,2.0,1,"Johansson, Mr. Erik",male,0.0,0.0,349215,C23 C25 C27,S,16,"Mexico City, Mexico"
32.0,48.0,166.0,2.0,0,"Lurette, Miss. Elise",male,0.0,0.0,36963,C23 C25 C27,S,13,"New York, NY"
39.0,61.0,156.0,1.0,1,"Sirayanian, Mr. Orsen",male,0.0,0.0,29105,C23 C25 C27,S,13,"Perkins County, SD"
33.0,9.0,159.0,2.0,0,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",male,0.0,0.0,2676,C23 C25 C27,S,13 15 B,"Wiltshire, England Niagara Falls, NY"
33.0,6.0,156.0,2.0,0,"Svensson, Mr. Johan Cervin",male,0.0,0.0,2676,C39,Q,1,"Berne, Switzerland / Central City, IA"
34.0,18.0,160.0,2.0,1,"Leonard, Mr. Lionel",male,0.0,0.0,2676,C23 C25 C27,S,13,"Ruotsinphyhtaa, Finland New York, NY"
17.0,85.0,185.0,3.0,0,"Adams, Mr. John",female,1.0,1.0,110152,B20,C,10,"Clevedon, England"
36.0,11.0,160.0,2.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
17.0,85.0,185.0,2.0,0,"Allison, Master. Hudson Trevor",female,1.0,1.0,113044,A18,C,1,"Bournemouth, England"
39.0,45.0,166.0,1.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,London
40.0,59.0,165.0,1.0,1,"Rosblom, Mr. Viktor Richard",male,0.0,0.0,C.A./SOTON 34068,C23 C25 C27,S,13,"Guernsey / Elizabeth, NJ"
37.0,33.0,160.0,1.0,1,"Clifford, Mr. George Quincy",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
30.0,35.0,158.0,2.0,0,"Burns, Miss. Mary Delia",male,0.0,0.0,16988,C23 C25 C27,Q,13,"Bridgwater, Somerset, England"
17.0,85.0,155.0,3.0,0,"Astor, Col. John Jacob",female,1.0,1.0,28424,E44,C,12,"Ruotsinphyhtaa, Finland New York, NY"
36.0,8.0,158.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
28.0,35.0,153.0,2.0,0,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",male,3.0,4.0,2676,C50,Q,14,"Geneva, Switzerland / Radnor, PA"
17.0,85.0,182.0,3.0,0,"Backstrom, Mr. Karl Alfred",female,1.0,1.0,348123,F38,C,11,"New York, NY"
35.0,2.0,158.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,169.0,3.0,0,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,1.0,1.0,348123,E49,C,11,"New York, NY"
38.0,47.0,163.0,1.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,London
17.0,85.0,169.0,1.0,1,"Dahl, Mr. Karl Edwart",female,1.0,1.0,348123,F38,C,13,"New York, NY"
17.0,85.0,185.0,2.0,0,"Foo, Mr. Choong",female,1.0,1.0,2676,F33,C,11,"New York, NY"
37.0,5.0,161.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,165.0,3.0,0,"Emir, Mr. Farred Chehab",female,2.0,4.0,2676,A21,Q,4,"Washington, DC"
38.0,65.0,163.0,1.0,1,"Persson, Mr. Ernst Ulrik",male,0.0,0.0,248731,C23 C25 C27,S,13,"Norwich / New York, NY"
34.0,1.0,157.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
38.0,10.0,161.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
34.0,27.0,161.0,2.0,0,"Rouse, Mr. Richard Henry",male,0.0,0.0,2676,C23 C25 C27,S,13,"Glen Ridge, NJ"
33.0,10.0,158.0,2.0,0,"Rothschild, Mr. Martin",male,0.0,0.0,2676,C23 C25 C27,S,13,"Deephaven, MN / Cedar Rapids, IA"
37.0,21.0,161.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Deephaven, MN / Cedar Rapids, IA"
36.0,10.0,158.0,2.0,1,"Clifford, Mr. George Quincy",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
35.0,-1.0,158.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"St Andrews, Guernsey"
17.0,85.0,185.0,1.0,0,"Persson, Mr. Ernst Ulrik",female,4.0,2.0,348123,D36,C,11,"New York, NY"
17.0,85.0,183.0,3.0,0,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",female,2.0,2.0,SOTON/O.Q. 3101310,C22 C26,Q,14,"Haverford, PA / Cooperstown, NY"
34.0,18.0,160.0,2.0,1,"Olsen, Mr. Karl Siegwart Andreas",male,0.0,0.0,2676,C23 C25 C27,S,13,"Deephaven, MN / Cedar Rapids, IA"
17.0,85.0,185.0,2.0,0,"Abbott, Master. Eugene Joseph",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
35.0,2.0,158.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,1.0,0,"Allen, Miss. Elisabeth Walton",female,1.0,1.0,110152,A5,C,10,"Aberdeen / Portland, OR"
17.0,85.0,129.0,2.0,0,"Gheorgheff, Mr. Stanio",female,3.0,9.0,113806,D38,Q,4,"East Providence, RI"
37.0,4.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
20.0,83.0,174.0,3.0,0,"Lester, Mr. James",female,1.0,4.0,C.A. 15185,B20,Q,12,"Mexico City, Mexico"
34.0,-0.0,158.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
30.0,24.0,161.0,2.0,0,"Colley, Mr. Edward Pomeroy",male,0.0,0.0,2676,C23 C25 C27,S,13,"New York, NY"
17.0,85.0,133.0,3.0,0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,1.0,1.0,348123,F38,C,5,"New York, NY"
37.0,8.0,161.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
17.0,85.0,183.0,2.0,0,"Allison, Mr. Hudson Joshua Creighton",female,2.0,1.0,111240,F33,C,11,"Norrlot, Sweden Chicago, IL"
17.0,85.0,182.0,3.0,0,"Hippach, Miss. Jean Gertrude",female,1.0,3.0,13508,C90,C,15,"New York, NY"
33.0,77.0,167.0,3.0,0,"Mack, Mrs. (Mary)",male,0.0,0.0,2676,F33,C,11,"New York, NY"
19.0,84.0,169.0,1.0,0,"Petersen, Mr. Marius",female,2.0,4.0,348123,E40,C,11,"Haverford, PA / Cooperstown, NY"
17.0,85.0,180.0,3.0,0,"Plotcharsky, Mr. Vasil",female,1.0,1.0,2676,D40,C,11,"New York, NY"
36.0,3.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
39.0,43.0,165.0,1.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,London
36.0,7.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
40.0,62.0,165.0,1.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Hessle, Yorks"
35.0,0.0,158.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
34.0,5.0,158.0,2.0,0,"Sjoblom, Miss. Anna Sofia",male,0.0,0.0,2676,C23 C25 C27,S,13,"Deephaven, MN / Cedar Rapids, IA"
17.0,85.0,185.0,1.0,0,"Abbott, Mrs. Stanton (Rosa Hunt)",female,1.0,1.0,110152,A18,C,1,"?Havana, Cuba"
17.0,85.0,185.0,1.0,1,"Chibnall, Mrs. (Edith Martha Bowerman)",female,1.0,1.0,2676,C23 C25 C27,C,13,"New York, NY"
34.0,-3.0,158.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,21.0,161.0,2.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
17.0,85.0,185.0,1.0,0,"Keane, Miss. Nora A",female,1.0,1.0,2676,F33,C,11,"New York, NY"
35.0,-2.0,158.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
37.0,14.0,158.0,2.0,1,"Sirayanian, Mr. Orsen",male,0.0,0.0,2676,C23 C25 C27,S,13,"Perkins County, SD"
19.0,85.0,182.0,3.0,1,"Fleming, Miss. Margaret",female,1.0,1.0,13508,C23 C25 C27,C,13,"New York, NY"
17.0,85.0,185.0,1.0,0,"Abbott, Master. Eugene Joseph",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
35.0,-3.0,158.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
29.0,21.0,158.0,2.0,0,"Kink-Heilmann, Mr. Anton",male,5.0,0.0,2676,C92,Q,4,"Seattle, WA / Toledo, OH"
35.0,1.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,-11.0,165.0,2.0,0,"Olsvigen, Mr. Thor Anderson",male,8.0,4.0,2676,A24,Q,11,"Bryn Mawr, PA"
36.0,-3.0,159.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
29.0,56.0,143.0,1.0,0,"Becker, Miss. Marion Louise",female,8.0,9.0,PC 17760,D26,Q,8,"Providence, RI"
37.0,9.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,3.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
30.0,-0.0,152.0,2.0,0,"Olsvigen, Mr. Thor Anderson",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
33.0,-3.0,156.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
38.0,-4.0,164.0,2.0,0,"Hagland, Mr. Ingvald Olai Olsen",male,3.0,4.0,2676,D22,Q,13 15 B,"Guernsey / Montclair, NJ and/or Toledo, Ohio"
20.0,85.0,173.0,1.0,1,"Wheadon, Mr. Edward H",male,0.0,0.0,349226,C23 C25 C27,S,13,"New York, NY"
17.0,85.0,185.0,1.0,0,"Abelseth, Mr. Olaus Jorgensen",female,1.0,1.0,111240,A5,C,11,"Aberdeen / Portland, OR"
40.0,67.0,166.0,1.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Montreal, PQ"
32.0,-5.0,155.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,1.0,158.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
33.0,42.0,164.0,2.0,0,"Davies, Master. John Morgan Jr",male,0.0,0.0,364500,C23 C25 C27,S,13,"Cornwall / Hancock, MI"
17.0,85.0,140.0,3.0,0,"Hood, Mr. Ambrose Jr",female,4.0,1.0,348123,C124,C,11,"Ruotsinphyhtaa, Finland New York, NY"
35.0,-2.0,158.0,2.0,0,"Natsch, Mr. Charles H",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,23.0,161.0,2.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
17.0,85.0,185.0,3.0,0,"Astor, Col. John Jacob",female,2.0,1.0,348123,D36,C,11,"New York, NY"
34.0,19.0,161.0,2.0,0,"Kink-Heilmann, Mr. Anton",male,0.0,0.0,347467,C23 C25 C27,S,B,"New Forest, England"
32.0,84.0,166.0,3.0,1,"Doling, Mrs. John T (Ada Julia Bone)",male,0.0,0.0,1222,C23 C25 C27,S,13,"New York, NY"
18.0,85.0,184.0,1.0,0,"Hays, Miss. Margaret Bechstein",female,8.0,2.0,348123,D15,C,11,"New York, NY"
35.0,-1.0,158.0,2.0,0,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,8.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,1.0,0,"Allen, Miss. Elisabeth Walton",female,3.0,2.0,348123,B79,C,11,"Myren, Sweden New York, NY"
17.0,85.0,185.0,3.0,0,"Devaney, Miss. Margaret Delia",female,1.0,1.0,2676,F,C,11,"New York, NY"
22.0,85.0,152.0,3.0,0,"Hilliard, Mr. Herbert Henry",female,1.0,1.0,345764,C65,C,14,"Lakewood, NJ"
37.0,18.0,161.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
36.0,2.0,158.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
22.0,85.0,180.0,3.0,1,"Sage, Master. Thomas Henry",female,1.0,0.0,349226,C23 C25 C27,C,13,"New York, NY"
27.0,84.0,178.0,2.0,0,"Colbert, Mr. Patrick",female,0.0,0.0,348123,C23 C25 C27,C,13,"New York, NY"
17.0,85.0,151.0,2.0,0,"Duff Gordon, Lady. (Lucille Christiana Sutherland) ('Mrs Morgan')",male,1.0,1.0,65306,C47,C,10,"Haverford, PA / Cooperstown, NY"
33.0,-8.0,157.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,0.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,159.0,3.0,0,"Astor, Col. John Jacob",male,1.0,1.0,382650,D43,C,16,"Woodford County, KY"
35.0,0.0,158.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,85.0,167.0,1.0,0,"Persson, Mr. Ernst Ulrik",male,0.0,0.0,348123,C23 C25 C27,C,13,"New York, NY"
36.0,1.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,184.0,3.0,0,"Straus, Mr. Isidor",female,2.0,1.0,348123,C92,Q,11,"Woodford County, KY"
35.0,4.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
32.0,65.0,164.0,2.0,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",male,0.0,0.0,695,C23 C25 C27,S,13,"New York, NY"
17.0,85.0,179.0,3.0,0,"Makinen, Mr. Kalle Edvard",female,1.0,1.0,348123,F33,C,11,"New York, NY"
32.0,46.0,159.0,3.0,0,"Sloper, Mr. William Thompson",male,0.0,0.0,2676,C23 C25 C27,S,13,"St Andrews, Guernsey"
17.0,85.0,182.0,3.0,0,"Persson, Mr. Ernst Ulrik",female,1.0,1.0,348123,E63,C,D,"New York, NY"
17.0,85.0,185.0,1.0,0,"Adahl, Mr. Mauritz Nils Martin",female,1.0,1.0,110465,A18,C,1,"Aberdeen / Portland, OR"
18.0,85.0,184.0,3.0,0,"Bowenur, Mr. Solomon",female,1.0,1.0,348123,F G73,C,11,"Tuxedo Park, NY"
36.0,0.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,17.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
17.0,85.0,127.0,2.0,0,"Dick, Mr. Albert Adrian",female,2.0,1.0,348123,F33,C,11,"Lakewood, NJ"
34.0,41.0,163.0,2.0,0,"Rothschild, Mr. Martin",male,0.0,0.0,2676,C23 C25 C27,S,11,"New York, NY"
17.0,85.0,128.0,3.0,0,"Svensson, Mr. Johan Cervin",female,1.0,1.0,STON/O 2. 3101274,C65,C,4,"Chicago, IL"
17.0,85.0,180.0,1.0,0,"Devaney, Miss. Margaret Delia",female,1.0,1.0,28424,F38,C,11,"New York, NY"
38.0,18.0,163.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
17.0,85.0,185.0,1.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
34.0,3.0,157.0,2.0,0,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
17.0,85.0,185.0,1.0,0,"Duff Gordon, Lady. (Lucille Christiana Sutherland) ('Mrs Morgan')",female,1.0,1.0,110465,E68,C,11,"New York, NY"
